distribution,observe_cost,test_type,level,always_try_net,always_observe_net,oracle_selective_net,oracle_minus_always_observe,positive_net_rate,mean_true_E_observe_net,mean_true_E_positive,mean_true_E_nonpositive,estimated_E_mean,sign_correct_rate,false_observe_rate,false_direct_rate,fallback_rate,non_global_rate,pearson_corr_estimatedE_trueE,observe_rate,policy_net_if_available,delta_vs_always_observe_if_available
counterfactual_cov0.50,0.01,B,exact_signature_oracle_belief,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,0.174444,0.666667,0.333333,0.000000,1.000000,0.000000,0.000000,1.000000,0.440000,0.000000
counterfactual_cov0.50,0.01,B,level1_cue_marginal,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,0.172000,0.666667,0.333333,0.000000,0.000000,1.000000,1.000000,1.000000,0.440000,0.000000
counterfactual_cov0.50,0.01,B,level2_knn_jaccard_k3,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,0.197184,0.666667,0.333333,0.000000,0.000000,1.000000,1.000000,1.000000,0.440000,0.000000
counterfactual_cov0.50,0.01,B,level3_candidate_set_tau0.5,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,0.176667,0.666667,0.333333,0.000000,0.000000,1.000000,,1.000000,0.440000,0.000000
counterfactual_cov0.50,0.01,C,exact_signature_oracle_belief,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,0.203750,0.666667,0.333333,0.000000,0.000000,1.000000,-0.987833,1.000000,0.440000,0.000000
counterfactual_cov0.50,0.01,C,level1_cue_marginal,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,0.185694,0.666667,0.333333,0.000000,0.000000,1.000000,-0.852827,1.000000,0.440000,0.000000
counterfactual_cov0.50,0.01,C,level2_knn_jaccard_k3,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,0.184385,0.666667,0.333333,0.000000,0.000000,1.000000,-0.694184,1.000000,0.440000,0.000000
counterfactual_cov0.50,0.01,C,level3_candidate_set_tau0.5,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,0.175000,0.666667,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,0.440000,0.000000
counterfactual_cov0.50,0.03,A,exact_signature_oracle_belief,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.152222,0.666667,0.333333,0.000000,1.000000,0.000000,0.000000,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,A,level1_cue_marginal,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.153000,0.666667,0.333333,0.000000,0.000000,1.000000,0.924448,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,A,level2_knn_jaccard_k3,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.168511,0.666667,0.333333,0.000000,0.000000,1.000000,0.326238,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,A,level3_candidate_set_tau0.5,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.150000,0.666667,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,B,exact_signature_oracle_belief,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.154444,0.666667,0.333333,0.000000,1.000000,0.000000,0.000000,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,B,level1_cue_marginal,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.152000,0.666667,0.333333,0.000000,0.000000,1.000000,1.000000,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,B,level2_knn_jaccard_k3,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.177184,0.666667,0.333333,0.000000,0.000000,1.000000,1.000000,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,B,level3_candidate_set_tau0.5,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.156667,0.666667,0.333333,0.000000,0.000000,1.000000,,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,C,exact_signature_oracle_belief,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.183750,0.666667,0.333333,0.000000,0.000000,1.000000,-0.987833,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,C,level1_cue_marginal,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.165694,0.666667,0.333333,0.000000,0.000000,1.000000,-0.852827,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,C,level2_knn_jaccard_k3,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.164385,0.666667,0.333333,0.000000,0.000000,1.000000,-0.694184,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.03,C,level3_candidate_set_tau0.5,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,0.155000,0.666667,0.333333,0.000000,0.000000,1.000000,-0.000000,1.000000,0.420000,0.000000
counterfactual_cov0.50,0.05,A,exact_signature_oracle_belief,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.132222,0.666667,0.333333,0.000000,1.000000,0.000000,0.000000,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,A,level1_cue_marginal,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.133000,0.666667,0.333333,0.000000,0.000000,1.000000,0.924448,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,A,level2_knn_jaccard_k3,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.148511,0.666667,0.333333,0.000000,0.000000,1.000000,0.326238,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,A,level3_candidate_set_tau0.5,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.130000,0.666667,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,B,exact_signature_oracle_belief,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.134444,0.666667,0.333333,0.000000,1.000000,0.000000,0.000000,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,B,level1_cue_marginal,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.132000,0.666667,0.333333,0.000000,0.000000,1.000000,1.000000,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,B,level2_knn_jaccard_k3,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.157184,0.666667,0.333333,0.000000,0.000000,1.000000,1.000000,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,B,level3_candidate_set_tau0.5,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.136667,0.666667,0.333333,0.000000,0.000000,1.000000,,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,C,exact_signature_oracle_belief,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.163750,0.666667,0.333333,0.000000,0.000000,1.000000,-0.987833,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,C,level1_cue_marginal,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.145694,0.666667,0.333333,0.000000,0.000000,1.000000,-0.852827,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,C,level2_knn_jaccard_k3,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.144385,0.666667,0.333333,0.000000,0.000000,1.000000,-0.694184,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.05,C,level3_candidate_set_tau0.5,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,0.135000,0.666667,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,0.400000,0.000000
counterfactual_cov0.50,0.07,A,exact_signature_oracle_belief,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.112222,0.666667,0.333333,0.000000,1.000000,0.000000,0.000000,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,A,level1_cue_marginal,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.113000,0.666667,0.333333,0.000000,0.000000,1.000000,0.924448,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,A,level2_knn_jaccard_k3,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.128511,0.666667,0.333333,0.000000,0.000000,1.000000,0.326238,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,A,level3_candidate_set_tau0.5,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.110000,0.666667,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,B,exact_signature_oracle_belief,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.114444,0.666667,0.333333,0.000000,1.000000,0.000000,0.000000,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,B,level1_cue_marginal,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.112000,0.666667,0.333333,0.000000,0.000000,1.000000,1.000000,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,B,level2_knn_jaccard_k3,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.137184,0.666667,0.333333,0.000000,0.000000,1.000000,1.000000,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,B,level3_candidate_set_tau0.5,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.116667,0.666667,0.333333,0.000000,0.000000,1.000000,,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,C,exact_signature_oracle_belief,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.143750,0.666667,0.333333,0.000000,0.000000,1.000000,-0.987833,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,C,level1_cue_marginal,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.125694,0.666667,0.333333,0.000000,0.000000,1.000000,-0.852827,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,C,level2_knn_jaccard_k3,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.124385,0.666667,0.333333,0.000000,0.000000,1.000000,-0.694184,1.000000,0.380000,0.000000
counterfactual_cov0.50,0.07,C,level3_candidate_set_tau0.5,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,0.115000,0.666667,0.333333,0.000000,0.000000,1.000000,0.000000,1.000000,0.380000,0.000000
counterfactual_cov1.00,0.01,A,exact_signature_oracle_belief,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,1.000000,0.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,A,level1_cue_marginal,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,A,level2_knn_jaccard_k3,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,A,level3_candidate_set_tau0.5,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,B,exact_signature_oracle_belief,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,1.000000,0.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,B,level1_cue_marginal,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,B,level2_knn_jaccard_k3,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,B,level3_candidate_set_tau0.5,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,C,exact_signature_oracle_belief,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,C,level1_cue_marginal,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,C,level2_knn_jaccard_k3,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.01,C,level3_candidate_set_tau0.5,0.250000,0.440000,0.443333,0.003333,0.666667,0.140000,0.290000,-0.010000,-0.010000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.190000
counterfactual_cov1.00,0.03,A,exact_signature_oracle_belief,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,1.000000,0.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,A,level1_cue_marginal,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,A,level2_knn_jaccard_k3,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,A,level3_candidate_set_tau0.5,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,B,exact_signature_oracle_belief,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,1.000000,0.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,B,level1_cue_marginal,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,B,level2_knn_jaccard_k3,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,B,level3_candidate_set_tau0.5,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,C,exact_signature_oracle_belief,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,C,level1_cue_marginal,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,C,level2_knn_jaccard_k3,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.03,C,level3_candidate_set_tau0.5,0.250000,0.420000,0.430000,0.010000,0.666667,0.120000,0.270000,-0.030000,-0.030000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.170000
counterfactual_cov1.00,0.05,A,exact_signature_oracle_belief,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,1.000000,0.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,A,level1_cue_marginal,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,A,level2_knn_jaccard_k3,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,A,level3_candidate_set_tau0.5,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,B,exact_signature_oracle_belief,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,1.000000,0.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,B,level1_cue_marginal,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,B,level2_knn_jaccard_k3,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,B,level3_candidate_set_tau0.5,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,C,exact_signature_oracle_belief,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,C,level1_cue_marginal,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,C,level2_knn_jaccard_k3,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.05,C,level3_candidate_set_tau0.5,0.250000,0.400000,0.416667,0.016667,0.666667,0.100000,0.250000,-0.050000,-0.050000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.150000
counterfactual_cov1.00,0.07,A,exact_signature_oracle_belief,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,1.000000,0.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,A,level1_cue_marginal,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,A,level2_knn_jaccard_k3,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,A,level3_candidate_set_tau0.5,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,B,exact_signature_oracle_belief,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,1.000000,0.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,B,level1_cue_marginal,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,B,level2_knn_jaccard_k3,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,B,level3_candidate_set_tau0.5,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,C,exact_signature_oracle_belief,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,C,level1_cue_marginal,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,C,level2_knn_jaccard_k3,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
counterfactual_cov1.00,0.07,C,level3_candidate_set_tau0.5,0.250000,0.380000,0.403333,0.023333,0.666667,0.080000,0.230000,-0.070000,-0.070000,0.333333,0.000000,0.666667,0.000000,1.000000,,0.000000,0.250000,-0.130000
