distribution,observe_cost,test_type,level,policy_net,always_try_net,always_observe_net,oracle_selective_net,delta_vs_always_observe,delta_vs_always_try,gap_to_oracle_selective,observe_rate,pos_obs_rate,nonpos_obs_rate,harmful_obs_rate,n_test_objects,n_test_signatures,n_non_global_estimates,n_fallbacks,fallback_rate,mean_estimated_E,min_estimated_E,max_estimated_E,strict_beats_always_observe,material_beats_always_observe_005,material_beats_always_observe_010
counterfactual_cov1.00,0.01,C,level3_candidate_set_tau0.5,0.250000,0.250000,0.440000,0.443333,-0.190000,0.000000,0.193333,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.010000,-0.010000,-0.010000,False,False,False
counterfactual_cov1.00,0.03,A,exact_signature_oracle_belief,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,180,2,0,2,1.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,A,level1_cue_marginal,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,180,2,2,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,A,level2_knn_jaccard_k3,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,180,2,2,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,A,level3_candidate_set_tau0.5,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,180,2,2,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,B,exact_signature_oracle_belief,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,90,2,0,2,1.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,B,level1_cue_marginal,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,90,2,2,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,B,level2_knn_jaccard_k3,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,90,2,2,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,B,level3_candidate_set_tau0.5,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,90,2,2,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,C,exact_signature_oracle_belief,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,C,level1_cue_marginal,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,C,level2_knn_jaccard_k3,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.03,C,level3_candidate_set_tau0.5,0.250000,0.250000,0.420000,0.430000,-0.170000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.030000,-0.030000,-0.030000,False,False,False
counterfactual_cov1.00,0.05,A,exact_signature_oracle_belief,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,180,2,0,2,1.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,A,level1_cue_marginal,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,180,2,2,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,A,level2_knn_jaccard_k3,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,180,2,2,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,A,level3_candidate_set_tau0.5,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,180,2,2,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,B,exact_signature_oracle_belief,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,90,2,0,2,1.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,B,level1_cue_marginal,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,90,2,2,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,B,level2_knn_jaccard_k3,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,90,2,2,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,B,level3_candidate_set_tau0.5,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,90,2,2,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,C,exact_signature_oracle_belief,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,C,level1_cue_marginal,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,C,level2_knn_jaccard_k3,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.05,C,level3_candidate_set_tau0.5,0.250000,0.250000,0.400000,0.416667,-0.150000,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.050000,-0.050000,-0.050000,False,False,False
counterfactual_cov1.00,0.07,A,exact_signature_oracle_belief,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,180,2,0,2,1.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,A,level1_cue_marginal,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,180,2,2,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,A,level2_knn_jaccard_k3,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,180,2,2,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,A,level3_candidate_set_tau0.5,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,180,2,2,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,B,exact_signature_oracle_belief,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,90,2,0,2,1.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,B,level1_cue_marginal,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,90,2,2,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,B,level2_knn_jaccard_k3,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,90,2,2,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,B,level3_candidate_set_tau0.5,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,90,2,2,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,C,exact_signature_oracle_belief,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,C,level1_cue_marginal,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,C,level2_knn_jaccard_k3,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
counterfactual_cov1.00,0.07,C,level3_candidate_set_tau0.5,0.250000,0.250000,0.380000,0.403333,-0.130000,0.000000,0.153333,0.000000,0.000000,0.000000,0.000000,180,8,8,0,0.000000,-0.070000,-0.070000,-0.070000,False,False,False
original,0.01,A,exact_signature_oracle_belief,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,180,2,0,2,1.000000,0.190000,0.190000,0.190000,False,False,False
original,0.01,A,level1_cue_marginal,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.185000,0.150000,0.210000,False,False,False
original,0.01,A,level2_knn_jaccard_k3,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.152544,0.140000,0.165000,False,False,False
original,0.01,A,level3_candidate_set_tau0.5,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.190000,0.190000,0.190000,False,False,False
original,0.01,B,exact_signature_oracle_belief,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,90,2,0,2,1.000000,0.190000,0.190000,0.190000,False,False,False
original,0.01,B,level1_cue_marginal,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.200000,0.190000,0.210000,False,False,False
original,0.01,B,level2_knn_jaccard_k3,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.146034,0.140000,0.152069,False,False,False
original,0.01,B,level3_candidate_set_tau0.5,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.190000,0.190000,0.190000,False,False,False
original,0.01,C,exact_signature_oracle_belief,0.443333,0.250000,0.440000,0.443333,0.003333,0.193333,0.000000,0.666667,1.000000,0.000000,0.000000,180,8,8,0,0.000000,0.140000,-0.010000,0.290000,True,False,False
original,0.01,C,level1_cue_marginal,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.171667,0.150000,0.190000,False,False,False
original,0.01,C,level2_knn_jaccard_k3,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.173162,0.079362,0.208919,False,False,False
original,0.01,C,level3_candidate_set_tau0.5,0.440000,0.250000,0.440000,0.443333,0.000000,0.190000,0.003333,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.190000,0.190000,0.190000,False,False,False
original,0.03,A,exact_signature_oracle_belief,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,180,2,0,2,1.000000,0.170000,0.170000,0.170000,False,False,False
original,0.03,A,level1_cue_marginal,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.165000,0.130000,0.190000,False,False,False
original,0.03,A,level2_knn_jaccard_k3,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.132544,0.120000,0.145000,False,False,False
original,0.03,A,level3_candidate_set_tau0.5,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.170000,0.170000,0.170000,False,False,False
original,0.03,B,exact_signature_oracle_belief,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,90,2,0,2,1.000000,0.170000,0.170000,0.170000,False,False,False
original,0.03,B,level1_cue_marginal,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.180000,0.170000,0.190000,False,False,False
original,0.03,B,level2_knn_jaccard_k3,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.126034,0.120000,0.132069,False,False,False
original,0.03,B,level3_candidate_set_tau0.5,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.170000,0.170000,0.170000,False,False,False
original,0.03,C,exact_signature_oracle_belief,0.430000,0.250000,0.420000,0.430000,0.010000,0.180000,0.000000,0.666667,1.000000,0.000000,0.000000,180,8,8,0,0.000000,0.120000,-0.030000,0.270000,True,True,False
original,0.03,C,level1_cue_marginal,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.151667,0.130000,0.170000,False,False,False
original,0.03,C,level2_knn_jaccard_k3,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.153162,0.059362,0.188919,False,False,False
original,0.03,C,level3_candidate_set_tau0.5,0.420000,0.250000,0.420000,0.430000,0.000000,0.170000,0.010000,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.170000,0.170000,0.170000,False,False,False
original,0.05,A,exact_signature_oracle_belief,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,180,2,0,2,1.000000,0.150000,0.150000,0.150000,False,False,False
original,0.05,A,level1_cue_marginal,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.145000,0.110000,0.170000,False,False,False
original,0.05,A,level2_knn_jaccard_k3,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.112544,0.100000,0.125000,False,False,False
original,0.05,A,level3_candidate_set_tau0.5,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.150000,0.150000,0.150000,False,False,False
original,0.05,B,exact_signature_oracle_belief,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,90,2,0,2,1.000000,0.150000,0.150000,0.150000,False,False,False
original,0.05,B,level1_cue_marginal,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.160000,0.150000,0.170000,False,False,False
original,0.05,B,level2_knn_jaccard_k3,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.106034,0.100000,0.112069,False,False,False
original,0.05,B,level3_candidate_set_tau0.5,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.150000,0.150000,0.150000,False,False,False
original,0.05,C,exact_signature_oracle_belief,0.416667,0.250000,0.400000,0.416667,0.016667,0.166667,0.000000,0.666667,1.000000,0.000000,0.000000,180,8,8,0,0.000000,0.100000,-0.050000,0.250000,True,True,True
original,0.05,C,level1_cue_marginal,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.131667,0.110000,0.150000,False,False,False
original,0.05,C,level2_knn_jaccard_k3,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.133162,0.039362,0.168919,False,False,False
original,0.05,C,level3_candidate_set_tau0.5,0.400000,0.250000,0.400000,0.416667,0.000000,0.150000,0.016667,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.150000,0.150000,0.150000,False,False,False
original,0.07,A,exact_signature_oracle_belief,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,180,2,0,2,1.000000,0.130000,0.130000,0.130000,False,False,False
original,0.07,A,level1_cue_marginal,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.125000,0.090000,0.150000,False,False,False
original,0.07,A,level2_knn_jaccard_k3,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.092544,0.080000,0.105000,False,False,False
original,0.07,A,level3_candidate_set_tau0.5,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,180,2,2,0,0.000000,0.130000,0.130000,0.130000,False,False,False
original,0.07,B,exact_signature_oracle_belief,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,90,2,0,2,1.000000,0.130000,0.130000,0.130000,False,False,False
original,0.07,B,level1_cue_marginal,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.140000,0.130000,0.150000,False,False,False
original,0.07,B,level2_knn_jaccard_k3,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.086034,0.080000,0.092069,False,False,False
original,0.07,B,level3_candidate_set_tau0.5,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,90,2,2,0,0.000000,0.130000,0.130000,0.130000,False,False,False
original,0.07,C,exact_signature_oracle_belief,0.403333,0.250000,0.380000,0.403333,0.023333,0.153333,0.000000,0.666667,1.000000,0.000000,0.000000,180,8,8,0,0.000000,0.080000,-0.070000,0.230000,True,True,True
original,0.07,C,level1_cue_marginal,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.111667,0.090000,0.130000,False,False,False
original,0.07,C,level2_knn_jaccard_k3,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.113162,0.019362,0.148919,False,False,False
original,0.07,C,level3_candidate_set_tau0.5,0.380000,0.250000,0.380000,0.403333,0.000000,0.130000,0.023333,1.000000,1.000000,1.000000,0.333333,180,8,8,0,0.000000,0.130000,0.130000,0.130000,False,False,False
