variant_id,test_type,observe_cost,always_try_net,always_observe_net,oracle_selective_net,oracle_minus_always_observe,always_observe_minus_always_try,positive_net_rate,mean_true_E_positive,mean_true_E_nonpositive,level1_policy_net,level2_policy_net,level3_policy_net,best_level,best_level_net,best_level_delta_vs_always_observe,best_level_sign_correct_rate,level1_sign_correct_rate,level2_sign_correct_rate,level3_sign_correct_rate,level1_corr,level2_corr,level3_corr,exact_signature_determinism_rate,single_cue_max_predictiveness,cue_pair_max_predictiveness,compositional_reachability_rate,fallback_rate_best_level,passes_primary_criteria,rejection_reason
D11_hybrid_anti_dominance_s207,A,0.05,0.043333,0.096667,0.213611,0.116944,0.053333,0.494444,0.348310,-0.237602,0.096667,0.096667,0.096667,level1,0.096667,0.000000,0.494444,0.494444,0.494444,0.494444,-0.249765,-0.249765,,0.000000,0.866667,0.866667,1.000000,0.000000,False,best_level_does_not_beat_always_observe;sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,A,0.07,0.043333,0.076667,0.203722,0.127056,0.033333,0.494444,0.328310,-0.257602,0.076667,0.065000,0.076667,level1,0.076667,0.000000,0.494444,0.494444,0.483333,0.494444,-0.249765,-0.249765,,0.000000,0.866667,0.866667,1.000000,0.000000,False,best_level_does_not_beat_always_observe;sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,A,0.10,0.043333,0.046667,0.188889,0.142222,0.003333,0.494444,0.298310,-0.287602,0.028333,0.043333,0.050000,level3,0.050000,0.003333,0.550000,0.455556,0.505556,0.550000,-0.249765,-0.249765,,0.000000,0.866667,0.866667,1.000000,0.000000,False,best_level_does_not_beat_always_observe;sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,B,0.03,0.023333,0.093333,0.202778,0.109444,0.070000,0.455556,0.393905,-0.201017,0.093333,0.093333,0.093333,level1,0.093333,0.000000,0.455556,0.455556,0.455556,0.455556,-0.238583,-0.238583,,0.000000,0.866667,0.866667,1.000000,0.000000,False,best_level_does_not_beat_always_observe;sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,B,0.05,0.023333,0.073333,0.193667,0.120333,0.050000,0.455556,0.373905,-0.221017,0.073333,0.073333,0.073333,level1,0.073333,0.000000,0.455556,0.455556,0.455556,0.455556,-0.238583,-0.238583,,0.000000,0.866667,0.866667,1.000000,0.000000,False,best_level_does_not_beat_always_observe;sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,B,0.07,0.023333,0.053333,0.184556,0.131222,0.030000,0.455556,0.353905,-0.241017,0.053333,0.030000,0.053333,level1,0.053333,0.000000,0.455556,0.455556,0.433333,0.455556,-0.238583,-0.238583,,0.000000,0.866667,0.866667,1.000000,0.000000,False,best_level_does_not_beat_always_observe;sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,B,0.10,0.023333,0.023333,0.170889,0.147556,0.000000,0.455556,0.323905,-0.271017,0.010000,0.023333,0.026667,level3,0.026667,0.003333,0.511111,0.433333,0.544444,0.511111,-0.238583,-0.238583,,0.000000,0.866667,0.866667,1.000000,0.000000,False,always_observe_not_above_always_try;best_level_does_not_beat_always_observe;sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,C,0.03,0.060000,0.116667,0.210667,0.094000,0.056667,0.477778,0.317003,-0.185075,0.116667,0.116667,0.116667,level1,0.116667,0.000000,0.477778,0.477778,0.477778,0.477778,0.156050,0.154879,-0.000157,0.000000,0.866667,0.866667,0.000000,0.000000,False,best_level_does_not_beat_always_observe;sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,C,0.05,0.060000,0.096667,0.201111,0.104444,0.036667,0.477778,0.297003,-0.205075,0.096667,0.100833,0.096667,level2,0.100833,0.004167,0.516667,0.477778,0.516667,0.477778,0.156050,0.154879,-0.000157,0.000000,0.866667,0.866667,0.000000,0.000000,False,best_level_does_not_beat_always_observe;sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,C,0.07,0.060000,0.076667,0.191556,0.114889,0.016667,0.477778,0.277003,-0.225075,0.077833,0.082500,0.076667,level2,0.082500,0.005833,0.516667,0.494444,0.516667,0.477778,0.156050,0.154879,-0.000157,0.000000,0.866667,0.866667,0.000000,0.000000,False,sign_correct_not_enough;single_cue_too_predictive
D11_hybrid_anti_dominance_s207,C,0.10,0.060000,0.046667,0.177222,0.130556,-0.013333,0.477778,0.247003,-0.255075,0.070000,0.068333,0.046667,level1,0.070000,0.023333,0.600000,0.600000,0.605556,0.477778,0.156050,0.154879,-0.000157,0.000000,0.866667,0.866667,0.000000,0.000000,False,always_observe_not_above_always_try;sign_correct_not_enough;single_cue_too_predictive
